JOURNAL	NN	journal NN PennPOS
added	VBN	add VBN PennPOS
to	TO	to p-acp NUPOS
the	DT	the dt NUPOS
agar	NN	agar NN PennPOS
plates	VBZ	plate VBZ PennPOS
at	IN	at pp NUPOS
a	DT	a dt NUPOS
concentration	NN	concentration NN PennPOS
of	IN	of pp-f NUPOS
0.5	CD	0.5 CD PennPOS
mM	NN	mm NN PennPOS
when	WRB	when c-crq NUPOS
TABLE	NN	table NN PennPOS
1	CD	1 crd NUPOS
.	.	. . NUPOS

Bacterial	JJ	bacterial JJ PennPOS
strains	NNS	strain NNS PennPOS
and	CC	and cc NUPOS
plasmids	NNS	plasmid NNS PennPOS
used	VBN	use VBN PennPOS
in	IN	in IN PennPOS
this	DT	this d NUPOS
study	NN	study NN PennPOS
Strain	NN	strain NN PennPOS
or	CC	or cc NUPOS
plasmid	NN	plasmid NN PennPOS
Description	NN	description NN PennPOS
Source	NN	source NN PennPOS
or	CC	or cc NUPOS
reference	NN	reference NN PennPOS
(	(	( ( NUPOS
s	NNS	s NN PennPOS
)	)	) ) NUPOS
E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
strains	NNS	strain NNS PennPOS
AG100	NN	AG100 NN PennPOS
Wild-type	JJ	wild-type JJ PennPOS
E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
K-12	NN	K-12 NN PennPOS
17	CD	17 CD PennPOS
AG100-A	NN	AG100-A NN PennPOS
AG100	NN	AG100 NN PennPOS
;	:	; : NUPOS
acrAB	NN	acrAB NN PennPOS
42	CD	42 CD PennPOS
AG100-B	NN	AG100-B NN PennPOS
AG100	NN	AG100 NN PennPOS
;	:	; : NUPOS
acrR	NN	acrR NN PennPOS
mutant	JJ	mutant JJ PennPOS
42	CD	42 CD PennPOS
AG102	NN	AG102 NN PennPOS
marR1	NN	marR1 NN PennPOS
mutant	NN	mutant NN PennPOS
of	IN	of pp-f NUPOS
AG100	NN	AG100 NN PennPOS
selected	VBN	select VBN PennPOS
on	IN	on IN PennPOS
tetracycline	NN	tetracycline NN PennPOS
9	CD	9 crd NUPOS
,	,	, , NUPOS
17	CD	17 CD PennPOS
AG102-A	NN	AG102-A NN PennPOS
AG102	NN	AG102 NN PennPOS
;	:	; : NUPOS
acrAB	NN	acrAB NN PennPOS
42	CD	42 CD PennPOS
MCH164	NN	MCH164 NN PennPOS
AG100	NN	AG100 NN PennPOS
with	IN	with pp NUPOS
39-kb	JJ	39-kb JJ PennPOS
deletion	NN	deletion NN PennPOS
from	IN	from pp NUPOS
33.6	CD	33.6 CD PennPOS
--	:	-- : NUPOS
34.3	CD	34.3 CD PennPOS
min	NN	min NN PennPOS
including	VBG	include VBG PennPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
;	:	; : NUPOS
zdd-230	NN	zdd-230 NN PennPOS
:	:	: : NUPOS
:	:	: : NUPOS
Tn9	NN	Tn9 NN PennPOS
from	IN	from pp NUPOS
which	WDT	which r-crq NUPOS
Tn9	NN	Tn9 NN PennPOS
was	VBD	be vbd NUPOS
37	CD	37 crd NUPOS
spontaneously	RB	spontaneous av-j NUPOS
lost	VBN	lose VBN PennPOS
AG100K	NN	AG100K NN PennPOS
Derivative	NN	derivative NN PennPOS
of	IN	of pp-f NUPOS
AG100	NN	AG100 NN PennPOS
in	IN	in IN PennPOS
which	WDT	which r-crq NUPOS
kanamycin	NN	kanamycin NN PennPOS
resistance	NN	resistance NN PennPOS
cassette	NN	cassette NN PennPOS
replaced	VBD	replace VBD PennPOS
most	JJS	many JJS PennPOS
of	IN	of pp-f NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
35	CD	35 crd NUPOS
GC4468	NN	GC4468 NN PennPOS
Wild-type	JJ	wild-type JJ PennPOS
E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
K-12	NN	K-12 NN PennPOS
21	CD	21 crd NUPOS
,	,	, , NUPOS
46	CD	46 CD PennPOS
DJ901	NN	DJ901 NN PennPOS
GC4468	NN	GC4468 NN PennPOS
from	IN	from pp NUPOS
which	WDT	which r-crq NUPOS
soxRS901	NN	soxRS901 NN PennPOS
was	VBD	be vbd NUPOS
deleted	VBN	delete VBN PennPOS
;	:	; : NUPOS
soxRS	NN	soxRS NN PennPOS
901	CD	901 CD PennPOS
:	:	: : NUPOS
:	:	: : NUPOS
Tn10Km	NN	Tn10Km NN PennPOS
r	NN	r NN PennPOS
21	CD	21 crd NUPOS
RA4468	NN	RA4468 NN PennPOS
GC4468	NN	GC4468 NN PennPOS
in	IN	in IN PennPOS
which	WDT	which r-crq NUPOS
kanamycin	NN	kanamycin NN PennPOS
resistance	NN	resistance NN PennPOS
cassette	NN	cassette NN PennPOS
was	VBD	be vbd NUPOS
inserted	VBN	insert VBN PennPOS
into	IN	into pp NUPOS
rob	NN	rob NN PennPOS
locus	NN	locus NN PennPOS
;	:	; : NUPOS
robA	NNP	robA NNP PennPOS
:	:	: : NUPOS
:	:	: : NUPOS
kan	NN	kan NN PennPOS
7	CD	7 crd NUPOS
JHC1096	NN	JHC1096 NN PennPOS
GC4468	NN	GC4468 NN PennPOS
into	IN	into pp NUPOS
which	WDT	which r-crq NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
deletion	NN	deletion NN PennPOS
(	(	( ( NUPOS
as	IN	as c-acp NUPOS
in	IN	in IN PennPOS
MCH164	NN	MCH164 NN PennPOS
)	)	) ) NUPOS
was	VBD	be vbd NUPOS
introduced	VBN	introduce VBN PennPOS
;	:	; : NUPOS
Tn9Km	NN	Tn9Km NN PennPOS
r	NN	r NN PennPOS
6	CD	6 crd NUPOS
,	,	, , NUPOS
21	CD	21 crd NUPOS
JHC1098	NN	JHC1098 NN PennPOS
GC4468	NN	GC4468 NN PennPOS
into	IN	into pp NUPOS
which	WDT	which r-crq NUPOS
mar	FW	mar FW PennPOS
and	CC	and cc NUPOS
soxRS	NN	soxRS NN PennPOS
deletions	NNS	deletion NNS PennPOS
of	IN	of pp-f NUPOS
DJ901	NN	DJ901 NN PennPOS
and	CC	and cc NUPOS
JHC1096	NN	JHC1096 NN PennPOS
were	VBD	be vbd NUPOS
introduced	VBN	introduce VBN PennPOS
;	:	; : NUPOS
Tn10Km	NN	Tn10Km NN PennPOS
r	NN	r NN PennPOS
7	CD	7 crd NUPOS
,	,	, , NUPOS
21	CD	21 crd NUPOS
JHC1069	NN	JHC1069 NN PennPOS
GC4468	NN	GC4468 NN PennPOS
bearing	VBG	bear VBG PennPOS
cfxB1	NN	cfxB1 NN PennPOS
;	:	; : NUPOS
MarR	NN	Marr np1 NUPOS
mutant	NN	mutant NN PennPOS
7	CD	7 crd NUPOS
,	,	, , NUPOS
21	CD	21 crd NUPOS
JTG1078	NN	JTG1078 NN PennPOS
GC4468	NN	GC4468 NN PennPOS
;	:	; : NUPOS
soxR105	NN	soxR105 NN PennPOS
Tn10Km	NN	Tn10Km NN PennPOS
r	NN	r NN PennPOS
20	CD	20 crd NUPOS
Plasmids	NNS	plasmid NNS PennPOS
r	NN	r NN PennPOS
pMAK705	NN	pMAK705 NN PennPOS
Temperature-sensitive	JJ	temperature-sensitive JJ PennPOS
,	,	, , NUPOS
low-copy-number	JJ	low-copy-number JJ PennPOS
cloning	NN	cloning NN PennPOS
vector	NN	vector NN PennPOS
;	:	; : NUPOS
Cml	NNP	cml NN PennPOS
23	CD	23 crd NUPOS
a	DT	a dt NUPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
pMAK705	NN	pMAK705 NN PennPOS
with	IN	with pp NUPOS
1-kb	JJ	1-kb JJ PennPOS
chromosomal	JJ	chromosomal JJ PennPOS
insertion	NN	insertion NN PennPOS
containing	VBG	contain VBG PennPOS
marO	NN	Maro np1 NUPOS
and	CC	and cc NUPOS
marC	NN	marc NN PennPOS
(	(	( ( NUPOS
nt	NN	NT NN PennPOS
569	CD	569 crd NUPOS
--	:	-- : NUPOS
1577	CD	1577 CD PennPOS
of	IN	of pp-f NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
[	(	[ ( NUPOS
9	CD	9 crd NUPOS
]	)	] ) NUPOS
)	)	) ) NUPOS
18	CD	18 crd NUPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
pMAK705	NN	pMAK705 NN PennPOS
with	IN	with pp NUPOS
1.28-kb	JJ	1.28-kb JJ PennPOS
chromosomal	JJ	chromosomal JJ PennPOS
insertion	NN	insertion NN PennPOS
(	(	( ( NUPOS
nt	NN	NT NN PennPOS
1311	CD	1311 CD PennPOS
--	:	-- : NUPOS
2592	CD	2592 CD PennPOS
of	IN	of pp-f NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
[	(	[ ( NUPOS
9	CD	9 crd NUPOS
]	)	] ) NUPOS
)	)	) ) NUPOS
containing	VBG	contain VBG PennPOS
marO	NN	Maro np1 NUPOS
and	CC	and cc NUPOS
marRAB	NN	marRAB NN PennPOS
(	(	( ( NUPOS
derived	VBN	derive VBN PennPOS
from	IN	from pp NUPOS
pHHM193	NN	pHHM193 NN PennPOS
[	(	[ ( NUPOS
9	CD	9 crd NUPOS
]	)	] ) NUPOS
)	)	) ) NUPOS
,	,	, , NUPOS
which	WDT	which r-crq NUPOS
contains	VBZ	contain VBZ PennPOS
marR5	NN	marR5 NN PennPOS
mutation	NN	mutation NN PennPOS
and	CC	and cc NUPOS
constitutively	RB	constitutive RB PennPOS
expresses	VBZ	express VBZ PennPOS
marRAB	NN	marRAB NN PennPOS
operon	NN	operon NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
pMAK705	NN	pMAK705 NN PennPOS
with	IN	with pp NUPOS
2.4-kb	JJ	2.4-kb JJ PennPOS
chromosomal	JJ	chromosomal JJ PennPOS
insertion	NN	insertion NN PennPOS
(	(	( ( NUPOS
nt	NN	NT NN PennPOS
163	CD	163 CD PennPOS
--	:	-- : NUPOS
2592	CD	2592 CD PennPOS
of	IN	of pp-f NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
[	(	[ ( NUPOS
8	CD	8 crd NUPOS
]	)	] ) NUPOS
)	)	) ) NUPOS
containing	VBG	contain VBG PennPOS
marC	NN	marc NN PennPOS
and	CC	and cc NUPOS
marRAB	NN	marRAB NN PennPOS
(	(	( ( NUPOS
derived	VBN	derive VBN PennPOS
from	IN	from pp NUPOS
pHHM193	NN	pHHM193 NN PennPOS
[	(	[ ( NUPOS
9	CD	9 crd NUPOS
]	)	] ) NUPOS
)	)	) ) NUPOS
,	,	, , NUPOS
which	WDT	which r-crq NUPOS
contains	VBZ	contain VBZ PennPOS
marR5	NN	marR5 NN PennPOS
mutation	NN	mutation NN PennPOS
and	CC	and cc NUPOS
constitutively	RB	constitutive RB PennPOS
expresses	VBZ	express VBZ PennPOS
marRAB	NN	marRAB NN PennPOS
operon	NN	operon NN PennPOS
pSE380	NN	pSE380 NN PennPOS
trc	NN	trc NN PennPOS
promoter	NN	promoter NN PennPOS
expression	NN	expression NN PennPOS
vector	NN	vector NN PennPOS
;	:	; : NUPOS
high	JJ	high JJ PennPOS
copy	NN	copy NN PennPOS
number	NN	number NN PennPOS
,	,	, , NUPOS
IPTG	NN	IPTG NN PennPOS
inducible	JJ	inducible JJ PennPOS
;	:	; : NUPOS
Amp	NN	amp NN PennPOS
r	NN	r NN PennPOS
2	CD	2 crd NUPOS
pSRob	NN	pSRob NN PennPOS
926-bp	JJ	926-bp JJ PennPOS
SalI-SacI	NN	SalI-SacI NN PennPOS
fragment	NN	fragment NN PennPOS
containing	VBG	contain VBG PennPOS
entire	JJ	entire JJ PennPOS
rob	NN	rob NN PennPOS
gene	NN	gene NN PennPOS
from	IN	from pp NUPOS
pBt35-13	NN	pBt35-13 NN PennPOS
inserted	VBN	insert VBN PennPOS
into	IN	into pp NUPOS
pSE380	NN	pSE380 NN PennPOS
7	CD	7 crd NUPOS
pSXS	NN	pSXS NN PennPOS
423-bp	JJ	423-bp JJ PennPOS
EcoRI-HindIII	NN	EcoRI-HindIII NN PennPOS
PCR	NN	pcr NN PennPOS
fragment	NN	fragment NN PennPOS
containing	VBG	contain VBG PennPOS
entire	JJ	entire JJ PennPOS
soxS	NN	soxS NN PennPOS
gene	NN	gene NN PennPOS
inserted	VBN	insert VBN PennPOS
into	IN	into pp NUPOS
pSE380	NN	pSE380 NN PennPOS
2	CD	2 crd NUPOS
pSMarAB	NN	pSMarAB NN PennPOS
699-bp	JJ	699-bp JJ PennPOS
EcoRI-PstI	NN	EcoRI-PstI NN PennPOS
PCR	NN	pcr NN PennPOS
fragment	NN	fragment NN PennPOS
(	(	( ( NUPOS
nt	NN	NT NN PennPOS
1893	CD	1893 CD PennPOS
--	:	-- : NUPOS
2592	CD	2592 CD PennPOS
of	IN	of pp-f NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
[	(	[ ( NUPOS
9	CD	9 crd NUPOS
]	)	] ) NUPOS
)	)	) ) NUPOS
containing	VBG	contain VBG PennPOS
marAB	NN	marAB NN PennPOS
inserted	VBN	insert VBN PennPOS
into	IN	into pp NUPOS
pSE380	NN	pSE380 NN PennPOS
This	DT	this d NUPOS
study	NN	study NN PennPOS
a	DT	a dt NUPOS
nt	NN	NT NN PennPOS
,	,	, , NUPOS
nucleotides	NNS	nucleotide NNS PennPOS
.	.	. . NUPOS

induction	NN	induction NN PennPOS
of	IN	of pp-f NUPOS
plasmid	NN	plasmid NN PennPOS
genes	NNS	gene NNS PennPOS
was	VBD	be vbd NUPOS
required	VBN	require VBN PennPOS
.	.	. . NUPOS

For	IN	for c-acp NUPOS
efficiency-of-plating	JJ	efficiency-of-plating JJ PennPOS
(	(	( ( NUPOS
EOP	NN	EOP NN PennPOS
)	)	) ) NUPOS
experiments	NNS	experiment NNS PennPOS
,	,	, , NUPOS
logarithmic-phase	JJ	logarithmic-phase JJ PennPOS
cultures	NNS	culture NNS PennPOS
were	VBD	be vbd NUPOS
diluted	VBN	dilute VBN PennPOS
to	TO	to p-acp NUPOS
an	DT	a dt NUPOS
optical	JJ	optical JJ PennPOS
density	NN	density NN PennPOS
at	IN	at pp NUPOS
530	CD	530 CD PennPOS
nm	NN	nm NN PennPOS
of	IN	of pp-f NUPOS
0.2	CD	0.2 CD PennPOS
and	CC	and cc NUPOS
100	CD	100 crd NUPOS
-	:	- : NUPOS
l	NN	l NN PennPOS
aliquots	NNS	aliquot NNS PennPOS
of	IN	of pp-f NUPOS
cells	NNS	cell NNS PennPOS
from	IN	from pp NUPOS
serial	JJ	serial JJ PennPOS
dilutions	NNS	dilution NNS PennPOS
were	VBD	be vbd NUPOS
spread	VBN	spread VBP PennPOS
onto	IN	onto pp NUPOS
LB	NN	lb NN PennPOS
agar	NN	agar NN PennPOS
plates	NNS	plate NNS PennPOS
.	.	. . NUPOS

As	IN	as c-acp NUPOS
mentioned	VBN	mention vvn NUPOS
above	IN	above IN PennPOS
,	,	, , NUPOS
an	DT	a dt NUPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
was	VBD	be vbd NUPOS
then	RB	then av NUPOS
overlaid	VBN	overlay VBN PennPOS
to	TO	to p-acp NUPOS
a	DT	a dt NUPOS
depth	NN	depth NN PennPOS
of	IN	of pp-f NUPOS
2	CD	2 crd NUPOS
to	TO	to p-acp NUPOS
3	CD	3 crd NUPOS
mm	NN	mm NN PennPOS
and	CC	and cc NUPOS
the	DT	the dt NUPOS
plate	NN	plate NN PennPOS
was	VBD	be vbd NUPOS
sealed	VBN	seal vvn NUPOS
and	CC	and cc NUPOS
incubated	VBN	incubate VBN PennPOS
overnight	JJ	overnight JJ PennPOS
at	IN	at pp NUPOS
30	CD	30 crd NUPOS
°	CD	° CD PennPOS
C.	NNP	C. np1 NUPOS
Platings	NNP	Platings NNP PennPOS
were	VBD	be vbd NUPOS
done	VBN	do vdn NUPOS
in	IN	in IN PennPOS
duplicate	VB	duplicate VBP PennPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
colonies	NNS	colony NNS PennPOS
were	VBD	be vbd NUPOS
counted	VBN	count VBN PennPOS
.	.	. . NUPOS

Growth	NN	growth NN PennPOS
was	VBD	be vbd NUPOS
recorded	VBN	record VBN PennPOS
as	IN	as c-acp NUPOS
confluent	JJ	confluent JJ PennPOS
growth	NN	growth NN PennPOS
(	(	( ( NUPOS
)	)	) ) NUPOS
,	,	, , NUPOS
visible	JJ	visible JJ PennPOS
growth	NN	growth NN PennPOS
(	(	( ( NUPOS
100	CD	100 crd NUPOS
colonies	NNS	colony NNS PennPOS
;	:	; : NUPOS
)	)	) ) NUPOS
,	,	, , NUPOS
or	CC	or cc NUPOS
no	DT	no dx NUPOS
growth	NN	growth NN PennPOS
(	(	( ( NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

RESULTS	NNS	result NNS PennPOS
The	DT	the dt NUPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
of	IN	of pp-f NUPOS
E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
K-12	NN	K-12 NN PennPOS
strain	NN	strain NN PennPOS
AG100	NN	AG100 NN PennPOS
was	VBD	be vbd NUPOS
compared	VBN	compare VBN PennPOS
to	TO	to p-acp NUPOS
that	DT	that d NUPOS
of	IN	of pp-f NUPOS
an	DT	a dt NUPOS
isogenic	JJ	isogenic JJ PennPOS
strain	NN	strain NN PennPOS
that	WDT	that WDT PennPOS
constitutively	RB	constitutive RB PennPOS
expresses	VBZ	express VBZ PennPOS
the	DT	the dt NUPOS
mar	FW	mar FW PennPOS
operon	NN	operon NN PennPOS
due	JJ	due JJ PennPOS
to	TO	to p-acp NUPOS
a	DT	a dt NUPOS
mutation	NN	mutation NN PennPOS
in	IN	in IN PennPOS
marR	NN	Marr np1 NUPOS
(	(	( ( NUPOS
AG102	NN	AG102 NN PennPOS
)	)	) ) NUPOS
(	(	( ( NUPOS
9	CD	9 crd NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

AG100	NN	AG100 NN PennPOS
grew	VBD	grow VBD PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
presence	NN	presence NN PennPOS
of	IN	of pp-f NUPOS
n-hexane	NN	n-hexane NN PennPOS
only	RB	only av-j NUPOS
;	:	; : NUPOS
AG102	NN	AG102 NN PennPOS
grew	VBD	grow VBD PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
presence	NN	presence NN PennPOS
of	IN	of pp-f NUPOS
n-hexane	NN	n-hexane NN PennPOS
,	,	, , NUPOS
cyclohexane	NN	cyclohexane NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
n-pentane	NN	n-pentane NN PennPOS
(	(	( ( NUPOS
data	NNS	datum NNS PennPOS
not	RB	not xx NUPOS
shown	VBN	show VBN PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Thus	RB	thus av NUPOS
,	,	, , NUPOS
constitutive	JJ	constitutive JJ PennPOS
expression	NN	expression NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
changed	VBD	change VBD PennPOS
the	DT	the dt NUPOS
index	NN	index NN PennPOS
solvent	JJ	solvent JJ PennPOS
from	IN	from pp NUPOS
n-hexane	NN	n-hexane NN PennPOS
(	(	( ( NUPOS
log	NN	log NN PennPOS
P	NN	p NN PennPOS
ow	NN	Ow np1 NUPOS
,	,	, , NUPOS
3.9	CD	3.9 CD PennPOS
)	)	) ) NUPOS
to	TO	to p-acp NUPOS
n-pentane	NN	n-pentane NN PennPOS
(	(	( ( NUPOS
log	NN	log NN PennPOS
P	NN	p NN PennPOS
ow	NN	Ow np1 NUPOS
,	,	, , NUPOS
3.3	CD	3.3 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

In	IN	in IN PennPOS
the	DT	the dt NUPOS
wild-type	JJ	wild-type JJ PennPOS
E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
AG100	NN	AG100 NN PennPOS
background	NN	background NN PennPOS
,	,	, , NUPOS
overexpression	NN	overexpression NN PennPOS
of	IN	of pp-f NUPOS
marA	NN	mara NN PennPOS
(	(	( ( NUPOS
on	IN	on IN PennPOS
plasmid	NN	plasmid NN PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
or	CC	or cc NUPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
soxS	NN	soxS NN PennPOS
(	(	( ( NUPOS
on	IN	on IN PennPOS
pSXS	NN	pSXS NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
or	CC	or cc NUPOS
robA	NN	robA NN PennPOS
(	(	( ( NUPOS
on	IN	on IN PennPOS
pSRob	NN	pSRob NN PennPOS
)	)	) ) NUPOS
resulted	VBD	result VBD PennPOS
in	IN	in IN PennPOS
cyclohexane	NN	cyclohexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

marC	NN	marc NN PennPOS
by	IN	by IN PennPOS
itself	PRP	itself px31 NUPOS
(	(	( ( NUPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
)	)	) ) NUPOS
had	VBD	have vhd NUPOS
no	DT	no dx NUPOS
effect	NN	effect NN PennPOS
on	IN	on IN PennPOS
cyclohexane	NN	cyclohexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
;	:	; : NUPOS
however	RB	however a-acp NUPOS
,	,	, , NUPOS
introduction	NN	introduction NN PennPOS
of	IN	of pp-f NUPOS
marCORAB	NN	marCORAB NN PennPOS
on	IN	on IN PennPOS
low-copy	JJ	low-copy JJ PennPOS
plasmid	NN	plasmid NN PennPOS
pMAK705	NN	pMAK705 NN PennPOS
(	(	( ( NUPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
)	)	) ) NUPOS
resulted	VBD	result VBD PennPOS
in	IN	in IN PennPOS
cyclohexane	NN	cyclohexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

When	WRB	when c-crq NUPOS
the	DT	the dt NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
was	VBD	be vbd NUPOS
inactivated	VBN	inactivate VBN PennPOS
by	IN	by IN PennPOS
replacement	NN	replacement NN PennPOS
with	IN	with pp NUPOS
a	DT	a dt NUPOS
kanamycin	NN	kanamycin NN PennPOS
resistance	NN	resistance NN PennPOS
cassette	NN	cassette NN PennPOS
(	(	( ( NUPOS
AG100K	NN	AG100K NN PennPOS
)	)	) ) NUPOS
(	(	( ( NUPOS
35	CD	35 crd NUPOS
)	)	) ) NUPOS
,	,	, , NUPOS
the	DT	the dt NUPOS
strain	NN	strain NN PennPOS
became	VBD	become VBD PennPOS
hypersusceptible	JJ	hypersusceptible JJ PennPOS
to	TO	to p-acp NUPOS
n-hexane	NN	n-hexane NN PennPOS
compared	VBN	compare VBN PennPOS
to	TO	to p-acp NUPOS
the	DT	the dt NUPOS
wild-type	JJ	wild-type JJ PennPOS
strain	NN	strain NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

MCH164	NN	MCH164 NN PennPOS
(	(	( ( NUPOS
a	DT	a dt NUPOS
derivative	NN	derivative NN PennPOS
of	IN	of pp-f NUPOS
AG100	NN	AG100 NN PennPOS
from	IN	from pp NUPOS
which	WDT	which r-crq NUPOS
39	CD	39 CD PennPOS
kb	NN	kb NN PennPOS
of	IN	of pp-f NUPOS
chromosomal	JJ	chromosomal JJ PennPOS
DNA	NN	dna NN PennPOS
,	,	, , NUPOS
including	VBG	include VBG PennPOS
the	DT	the dt NUPOS
entire	JJ	entire JJ PennPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
,	,	, , NUPOS
had	VBD	have vhd NUPOS
been	VBN	be vbn NUPOS
deleted	VBN	delete VBN PennPOS
[	(	[ ( NUPOS
18	CD	18 crd NUPOS
,	,	, , NUPOS
37	CD	37 crd NUPOS
]	)	] ) NUPOS
)	)	) ) NUPOS
was	VBD	be vbd NUPOS
,	,	, , NUPOS
as	IN	as c-acp NUPOS
expected	VBN	expect VBN PennPOS
,	,	, , NUPOS
also	RB	also av NUPOS
hypersusceptible	JJ	hypersusceptible JJ PennPOS
to	TO	to p-acp NUPOS
organic	JJ	organic JJ PennPOS
solvents	NNS	solvent NNS PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Expression	NN	expression NN PennPOS
in	IN	in IN PennPOS
trans	NN	trans NN PennPOS
of	IN	of pp-f NUPOS
marA	NNP	mara NN PennPOS
,	,	, , NUPOS
soxS	NN	soxS NN PennPOS
,	,	, , NUPOS
orrobA	NN	orrobA NN PennPOS
in	IN	in IN PennPOS
AG100K	NN	AG100K NN PennPOS
restored	VBD	restore VBD PennPOS
n-hexane	NN	n-hexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
and	CC	and cc NUPOS
increased	VBD	increase VBD PennPOS
cyclohexane	NN	cyclohexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
cell	NN	cell NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Expression	NN	expression NN PennPOS
in	IN	in IN PennPOS
trans	JJ	trans JJ PennPOS
in	IN	in IN PennPOS
AG100K	NN	AG100K NN PennPOS
of	IN	of pp-f NUPOS
marA	NNP	mara NN PennPOS
,	,	, , NUPOS
specified	VBN	specify VBN PennPOS
from	IN	from pp NUPOS
plasmid	NN	plasmid NN PennPOS
18	CD	18 crd NUPOS
18	CD	18 crd NUPOS
jb.asm.org	NN	jb.asm.org NN PennPOS
at	IN	at pp NUPOS
UNAM	NNP	UNAM NNP PennPOS
INST	NNP	inst n1 NUPOS
DE	NN	DE NN PennPOS
INVEST	VBP	invest VBP PennPOS
BIOMEDICAS	NNS	biomedica NNS PennPOS
on	IN	on IN PennPOS
December	NNP	december NN PennPOS
17	CD	17 CD PennPOS
,	,	, , NUPOS
2009	CD	2009 CD PennPOS
6124	CD	6124 CD PennPOS
WHITE	NNP	white NN PennPOS
ET	NNP	et NN PennPOS
AL.	NNP	AL. NNP PennPOS
.	.	. . NUPOS

J.	NNP	J. np1 NUPOS
BACTERIOL	NNP	BACTERIOL NNP PennPOS
.	.	. . NUPOS

TABLE	NN	table NN PennPOS
2	CD	2 crd NUPOS
.	.	. . NUPOS

Organic	NNP	Organic NNP PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
of	IN	of pp-f NUPOS
wild-type	JJ	wild-type JJ PennPOS
and	CC	and cc NUPOS
mar	FW	mar FW PennPOS
mutant	JJ	mutant JJ PennPOS
strains	NNS	strain NNS PennPOS
bearing	VBG	bear VBG PennPOS
mar	FW	mar FW PennPOS
,	,	, , NUPOS
soxS	NN	soxS NN PennPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
robA	NN	robA NN PennPOS
